Address,BlockNumber,StreetName,Lon,Lat
1900 EMMET STREET N Charlottesville VA,1900,EMMET STREET N,-78.4919472577941,38.060466671989374
1200 EMMET ST W Charlottesville VA,1200,EMMET ST W,-78.498468,38.052833
1100 EMMET STN Charlottesville VA,1100,EMMET STN,-78.5005545709384,38.05196520262449
1300 WELLFORD ST Charlottesville VA,1300,WELLFORD ST,-78.48684696941088,38.048518900413356
300 SOUTH ST Charlottesville VA,300,SOUTH ST,-78.48403568255559,38.03031738609374
100 1ST ST Charlottesville VA,100,1ST ST,-78.48534063869404,38.02317740388531
100 10TH 1/2 ST NW Charlottesville VA,100,10TH 1/2 ST NW,-78.4861282502277,38.023504252641835
600 ALTAVISTA ST Charlottesville VA,600,ALTAVISTA ST,-78.4836781264282,38.020917331130754
1400 UNIVERSTY AVE Charlottesville VA,1400,UNIVERSTY AVE,-78.5000549,38.0340277
600 RAINER RD Charlottesville VA,600,RAINER RD,-78.50879275263581,38.02075438507951
700 MADISON Charlottesville VA,700,MADISON,-78.50108223863687,38.03855321321574
1000 SAMUEL MILLER LOOP Charlottesville VA,1000,SAMUEL MILLER LOOP,-78.7012696,38.0061979
2200 BRANDYWINDE DR Charlottesville VA,2200,BRANDYWINDE DR,-78.47593658605413,38.06354927082888
0 BARRACKS RD / EMMET ST N Charlottesville VA,0,BARRACKS RD / EMMET ST N,-78.50661206833979,38.03931645967191
2800 250 BYPASS Charlottesville VA,2800,250 BYPASS,-78.47043684111696,38.03915047250927
200 FAIRVIEW AVE Charlottesville VA,200,FAIRVIEW AVE,-78.24870179999999,37.8519806
0 HOMESTEAD PLACE Charlottesville VA,0,HOMESTEAD PLACE,-78.44753089999999,38.2791704
2500 NAYLOE ST Charlottesville VA,2500,NAYLOE ST,-78.4953230983474,38.03052359164124
0 UNIVERSTIY WY Charlottesville VA,0,UNIVERSTIY WY,-78.50166139596911,38.0415431069474
300 HUNTLEY AVE Charlottesville VA,300,HUNTLEY AVE,-78.51738671637851,38.01984480381598
100 W MAKET ST Charlottesville VA,100,W MAKET ST,-78.4814042,38.0316155
1100 EAST JEFFERSON ST Charlottesville VA,1100,EAST JEFFERSON ST,-78.47139299999999,38.0291642
100 APPRLE TREE RD Charlottesville VA,100,APPRLE TREE RD,-78.51938539999999,38.0262415
1700 JPA Charlottesville VA,1700,JPA,-78.5083167,38.0302413
800 RANIER RD Charlottesville VA,800,RANIER RD,-78.50636926045667,38.020252350969734
100 WELK PLACE Charlottesville VA,100,WELK PLACE,-78.50350580157217,38.01596149953714
100 WETLAND ST Charlottesville VA,100,WETLAND ST,-78.4970338,38.0344728
200 5TH ST Charlottesville VA,200,5TH ST,-78.48761134250475,38.03011136485757
2000 ABBEY RD Charlottesville VA,2000,ABBEY RD,-78.4442376,38.0296216
900 EMMETT ST Charlottesville VA,900,EMMETT ST,-78.50319635669125,38.04941588370294
900 SAINT CHARLES Charlottesville VA,900,SAINT CHARLES,-78.46987488148321,38.03476083978325
900 2ND ST Charlottesville VA,900,2ND ST,-78.47706312871249,38.037738889163776
0 ELM ST & 7 1/2 ST SW Charlottesville VA,0,ELM ST & 7 1/2 ST SW,-71.46363029999999,42.9726365
400 ALTAMONT CIRCLE Charlottesville VA,400,ALTAMONT CIRCLE,-78.48150483912104,38.033527999392554
0 MAYWOOD & JEFFERSON PARK AVE Charlottesville VA,0,MAYWOOD & JEFFERSON PARK AVE,-117.7626214,33.7308053
0 11TH ST NW AND GRADY Charlottesville VA,0,11TH ST NW AND GRADY,-78.49481251761058,38.03614439637433
1500 6DT SE Charlottesville VA,1500,6DT SE,-78.48518997995532,38.01873365178884
1100 E HIGH STREET Charlottesville VA,1100,E HIGH STREET,-78.48347452547496,38.03303331411304
200 4TH STREET NW Charlottesville VA,200,4TH STREET NW,-78.48647033465973,38.03166580570002
1400 N EMMET ST Charlottesville VA,1400,N EMMET ST,-78.49664565672201,38.05601681732008
1800 HYDRAULIC ROAD Charlottesville VA,1800,HYDRAULIC ROAD,-78.49031536600418,38.06055509978016
2900 IVY RD Charlottesville VA,2900,IVY RD,-78.54936649999999,38.0507842
1700 JEFFERSON PARK AVENUE Charlottesville VA,1700,JEFFERSON PARK AVENUE,-78.50856889940515,38.031219631694164
1600 CAMBRIDGE CIRCLE Charlottesville VA,1600,CAMBRIDGE CIRCLE,-78.4867956,38.0487806
400 PATTON ST Charlottesville VA,400,PATTON ST,-78.50282303880908,38.02754637624469
600 NASSAU ST Charlottesville VA,600,NASSAU ST,-78.4660058813166,38.02009907186578
1300 NUNLET ST Charlottesville VA,1300,NUNLET ST,-78.50174580000001,38.0272177
400 8TH NE Charlottesville VA,400,8TH NE,-78.47557613128956,38.031117768011676
1000 ST. CHARLES AVE Charlottesville VA,1000,ST. CHARLES AVE,-78.46457766179074,38.04091135950154
600 PRESTON AVENUE Charlottesville VA,600,PRESTON AVENUE,-78.48557787367044,38.034832729512665
200 EDNAM DR Charlottesville VA,200,EDNAM DR,-78.542075,38.0484601
900 HILTON HEIGHTS RD Charlottesville VA,900,HILTON HEIGHTS RD,-78.46743,38.0988014
1300 WERTLORD ST Charlottesville VA,1300,WERTLORD ST,-78.4980862,38.0342554
200 DRUID AVE Charlottesville VA,200,DRUID AVE,-78.4854554938425,38.02151440986207
0 BARRACKS ROAD SHOPPING CENTER Charlottesville VA,0,BARRACKS ROAD SHOPPING CENTER,-78.5021904,38.0512538
100 HARTSMAN MILL RD Charlottesville VA,100,HARTSMAN MILL RD,-78.48872999999999,38.018352
0 MORTON DRIVE Charlottesville VA,0,MORTON DRIVE,-78.49535440947245,38.05545319208036
100 GOODMAN ST STE Charlottesville VA,100,GOODMAN ST STE,-78.47462922423244,38.02757983127442
100 JEFFERSON ST Charlottesville VA,100,JEFFERSON ST,-78.48141062662576,38.03278750478184
500 1ST N Charlottesville VA,500,1ST N,-78.48021168883034,38.034177364562105
200 E MAINS T Charlottesville VA,200,E MAINS T,-78.4807349,38.0305635
700 CYNTHIANNA AVE Charlottesville VA,700,CYNTHIANNA AVE,-78.4828584632091,38.03913221754029
300 MONTEBELLO Charlottesville VA,300,MONTEBELLO,-78.510424,38.0294551
100 BLK E MARKET ST Charlottesville VA,100,BLK E MARKET ST,-78.48105041486954,38.03190694072155
500 PARK STREET Charlottesville VA,500,PARK STREET,-78.47630780966018,38.033342588228564
100 MADISON ST Charlottesville VA,100,MADISON ST,-78.5023953,38.0364048
1500 CARTLON AVE Charlottesville VA,1500,CARTLON AVE,-78.46450999999999,38.020727
100 WELK PLC Charlottesville VA,100,WELK PLC,-78.50343492165993,38.01625098949046
500 ROUGEMONT Charlottesville VA,500,ROUGEMONT,-78.488376,38.01786999999999
1800 HYDRAULIC DR Charlottesville VA,1800,HYDRAULIC DR,-78.49050944131433,38.06066984204827
1200 EMEMT ST N Charlottesville VA,1200,EMEMT ST N,-78.498468,38.052833
0 WINSTON RD / OLD FARM RD Charlottesville VA,0,WINSTON RD / OLD FARM RD,-78.49710504954493,38.043732693683644
1900 ARLINGTON Charlottesville VA,1900,ARLINGTON,-78.5043574,38.04776
200 BYPASS Charlottesville VA,200,BYPASS,-78.483058,38.029436
1200 BELVIEW AVE Charlottesville VA,1200,BELVIEW AVE,-78.46237223353498,38.03916528423995
500 1ST ST SOUTH Charlottesville VA,500,1ST ST SOUTH,-78.48354250401566,38.02690727843477
700 DELL LANE Charlottesville VA,700,DELL LANE,-78.46582951048727,38.04404840410279
900 LOCUST LN Charlottesville VA,900,LOCUST LN,-78.45958206894424,38.04452552526837
100 GORDON ST Charlottesville VA,100,GORDON ST,-78.49395920820567,38.03821465782785
200 MADISON AVE Charlottesville VA,200,MADISON AVE,-78.49541428706249,38.040459475024626
1000 ROSEHILL DR Charlottesville VA,1000,ROSEHILL DR,-78.48507319552246,38.040099791225906
800 ELM ST Charlottesville VA,800,ELM ST,-78.49387527980896,38.027472249213425
100 MONTICELLO AVE / 200 GLEASON ST Charlottesville VA,100,MONTICELLO AVE / 200 GLEASON ST,-78.48425510584201,38.02805488106848
500 B RIDGE ST Charlottesville VA,500,B RIDGE ST,-78.48697133977642,38.026873648619656
1100 5TH STREET S/W Charlottesville VA,1100,5TH STREET S/W,-78.497806,38.01713
2000 HOLDAY DR Charlottesville VA,2000,HOLDAY DR,-78.49301147810175,38.05719490719476
700 MOBILE LN Charlottesville VA,700,MOBILE LN,-78.51691044117578,38.01217593553915
100 PARK RD Charlottesville VA,100,PARK RD,-78.5146196,38.019589
900 EMMETS ST N Charlottesville VA,900,EMMETS ST N,-78.5029799,38.048578
800 W MAINS T Charlottesville VA,800,W MAINS T,-78.490864,38.0317157
1100 5GH ST SW Charlottesville VA,1100,5GH ST SW,-78.50035953169568,38.014713899887425
400 A MONTICELLO RD Charlottesville VA,400,A MONTICELLO RD,-78.47616495234377,38.02514771791806
1400 AVON STREET Charlottesville VA,1400,AVON STREET,-78.48446286805144,38.0178259908996
0 MCINITIRE / NELSON DR Charlottesville VA,0,MCINITIRE / NELSON DR,-78.4821480489693,38.03502524072133
900 BLK SYCAMORE ST Charlottesville VA,900,BLK SYCAMORE ST,-78.47231853438701,38.0336386530303
800 ST  CLAIR AVE Charlottesville VA,800,ST  CLAIR AVE,-78.4669115,38.0346269
0 PRESTON AVE Charlottesville VA,0,PRESTON AVE,-78.4831709171222,38.031702724951046
100 HOLY CT Charlottesville VA,100,HOLY CT,-78.47418242001908,38.05762369175718
1800 UNVERSITY AVE Charlottesville VA,1800,UNVERSITY AVE,-78.50294439999999,38.0365826
200 HARTMILL RD Charlottesville VA,200,HARTMILL RD,-78.4884137,38.0197011
1600 CASTALIA ST Charlottesville VA,1600,CASTALIA ST,-78.479743,38.0148352
100 FRANKLIN AVE Charlottesville VA,100,FRANKLIN AVE,-78.4618754,38.0232711
900 1ST  ST S Charlottesville VA,900,1ST  ST S,-78.4857298,38.0232651
300 SPRING ST Charlottesville VA,300,SPRING ST,-78.5003103,38.0288739
100 BYPASS Charlottesville VA,100,BYPASS,-78.4773,38.0291571
400 RIDGE/ MCINTIRE RD Charlottesville VA,400,RIDGE/ MCINTIRE RD,-78.48458980000001,38.0326424
600 BEACHWOOD RD Charlottesville VA,600,BEACHWOOD RD,-78.4681693,38.0459015
100 BURNET WY Charlottesville VA,100,BURNET WY,-78.48725979999999,38.0239658
800 PROSPECT Charlottesville VA,800,PROSPECT,-78.4968967,38.0213093
1600 EMMET STREET N Charlottesville VA,1600,EMMET STREET N,-78.4932627,38.0583594
700 NALLE STREET Charlottesville VA,700,NALLE STREET,-78.4915635,38.0294091
1500 GREENLEAF LANE Charlottesville VA,1500,GREENLEAF LANE,-78.48330790000001,38.04959900000001
1700 ALLIED  LANE Charlottesville VA,1700,ALLIED  LANE,-78.47752299999999,38.0411731
900 CALHOUN STREET Charlottesville VA,900,CALHOUN STREET,-78.4645583,38.0412907
500 ST EXT Charlottesville VA,500,ST EXT,-78.5243062,38.0164947
200 10TH  ST NE Charlottesville VA,200,10TH  ST NE,-78.47347599999999,38.0288803
700 BROWN ST Charlottesville VA,700,BROWN ST,-78.4897378,38.0326411
1900 THOMPSON DR Charlottesville VA,1900,THOMPSON DR,-78.5078506,38.036541
100 HARRIS Charlottesville VA,100,HARRIS,-78.510673,38.014905
0 ST NW Charlottesville VA,0,ST NW,-78.492937,38.036456
1600 1B MERIDIAN ST Charlottesville VA,1600,1B MERIDIAN ST,-78.4810371,38.0158881
700 DICE Charlottesville VA,700,DICE,-78.49131109999999,38.0296626
0 LEE PARK Charlottesville VA,0,LEE PARK,-78.4806479,38.0317892
1600 JEFFERSON PARK AV Charlottesville VA,1600,JEFFERSON PARK AV,-78.5073654,38.0317287
0 CHESTNUT ST Charlottesville VA,0,CHESTNUT ST,-78.4705443,38.0241963
1600 MARIDIAN ST Charlottesville VA,1600,MARIDIAN ST,-78.4810371,38.0158881
900 ST CLAIRE AVE Charlottesville VA,900,ST CLAIRE AVE,-78.4638378,38.03731690000001
1100 FORREST HILL AVE Charlottesville VA,1100,FORREST HILL AVE,-78.4985489,38.025348
500 HAIIR ST Charlottesville VA,500,HAIIR ST,-78.48553369999999,38.0350986
800 MOORE AVE Charlottesville VA,800,MOORE AVE,-78.46417149999999,38.0334764
1800 JEFFERSON JPARK AVE Charlottesville VA,1800,JEFFERSON JPARK AVE,-78.5090309,38.028643
1400 UNIVERSITY WAY Charlottesville VA,1400,UNIVERSITY WAY,-78.5000549,38.0340277
800 RAINIEU RD Charlottesville VA,800,RAINIEU RD,-78.5065084,38.02015
0 PORTOR AVE Charlottesville VA,0,PORTOR AVE,-78.5107568,38.0166325
200 5TH STREET SW Charlottesville VA,200,5TH STREET SW,-78.48797069999999,38.030368
1000 BURGESS LN Charlottesville VA,1000,BURGESS LN,-78.46465700000002,38.0246424
200 HILLSDALE DR Charlottesville VA,200,HILLSDALE DR,-78.47788609999999,38.07440709999999
1400 CEDARS CT Charlottesville VA,1400,CEDARS CT,-78.50059859999999,38.0567564
200 WEST MAIN STREET Charlottesville VA,200,WEST MAIN STREET,-78.4825003,38.0308357
0 GREENBRIER DR AND WESTFIELD RD Charlottesville VA,0,GREENBRIER DR AND WESTFIELD RD,-78.4819389,38.0694816
0 MONACAN TRAIL AND TEAL RD Charlottesville VA,0,MONACAN TRAIL AND TEAL RD,NA,NA
400 7TH ST SW Charlottesville VA,400,7TH ST SW,-78.4904495,38.0295502
1400 MELBOURNE Charlottesville VA,1400,MELBOURNE,-78.47596419999999,38.0523149
900 RIALTO ST Charlottesville VA,900,RIALTO ST,-78.478968,38.0216562
800 HOLLY DR Charlottesville VA,800,HOLLY DR,-78.47348629999999,38.0572289
1600 EMMET N Charlottesville VA,1600,EMMET N,-78.4932627,38.0583594
100 LODGE CREEK RD Charlottesville VA,100,LODGE CREEK RD,-78.5044022,38.0153992
400 8TH ST NW Charlottesville VA,400,8TH ST NW,-78.4895453,38.0350044
700 PROSPECT AVENUE Charlottesville VA,700,PROSPECT AVENUE,-78.4946679,38.0245896
700 MADISON AVENUE Charlottesville VA,700,MADISON AVENUE,-78.4940785,38.041813
100 SEMINOLE CRT Charlottesville VA,100,SEMINOLE CRT,-78.4881082,38.06576
200 RIDGE STREET Charlottesville VA,200,RIDGE STREET,-78.4856112,38.029411
100 STRATFORD COURT Charlottesville VA,100,STRATFORD COURT,-78.5087538,38.026127
1400 MOORE STREET Charlottesville VA,1400,MOORE STREET,-78.4656964,38.0328865
400 12TH STREET NW Charlottesville VA,400,12TH STREET NW,-78.4953087,38.0377803
1100 WELLFORD ST Charlottesville VA,1100,WELLFORD ST,-78.48684039999999,38.0472747
1900 MEADOWBROOK RD Charlottesville VA,1900,MEADOWBROOK RD,-78.4915056,38.0538183
600 14TH ST Charlottesville VA,600,14TH ST,-78.4959131,38.040199200000004
1000 ALAVISTA AVE Charlottesville VA,1000,ALAVISTA AVE,-78.4771336,38.0180764
1500 ANTONIETTE AVE Charlottesville VA,1500,ANTONIETTE AVE,-78.499495,38.0206057
0 BANBERRY CT Charlottesville VA,0,BANBERRY CT,-78.466712,38.0625735
0 BROOKWOOD LN Charlottesville VA,0,BROOKWOOD LN,-78.4933192,38.0180624
1200 GRAVE ST Charlottesville VA,1200,GRAVE ST,-78.5004374,38.0290836
600 LYONS CT Charlottesville VA,600,LYONS CT,-78.474817,38.0375065
100 APPLE TREE LANE Charlottesville VA,100,APPLE TREE LANE,-78.51938539999999,38.0262415
700 BOLING AVE Charlottesville VA,700,BOLING AVE,-78.47969280000001,38.0235701
100 BURNETT WAY Charlottesville VA,100,BURNETT WAY,-78.48725979999999,38.0239658
7200 PROSPECT AVE. Charlottesville VA,7200,PROSPECT AVE.,-78.49626239999999,38.0221498
300 ROBERSON AVE Charlottesville VA,300,ROBERSON AVE,-78.51157289999999,38.0242769
1600 SOUTH 1ST Charlottesville VA,1600,SOUTH 1ST,-78.48813980000001,38.0198443
900 COTTAGE LANE Charlottesville VA,900,COTTAGE LANE,-78.4978984,38.0451392
1200 EDGEHILL RD Charlottesville VA,1200,EDGEHILL RD,-78.4770322,38.04206569999999
400 MEAD AVE Charlottesville VA,400,MEAD AVE,-78.46569339999999,38.0290114
200 MADISON LN Charlottesville VA,200,MADISON LN,-78.5009512,38.038764
2600 JEFFERSON PARK CIRCLE Charlottesville VA,2600,JEFFERSON PARK CIRCLE,-78.51659289999999,38.0170478
2000 HOLLIDAY DR Charlottesville VA,2000,HOLLIDAY DR,-78.491385,38.0576788
2700 HYDRAULIC RD Charlottesville VA,2700,HYDRAULIC RD,-78.4983748,38.0713175
1600 MULBERRY DR Charlottesville VA,1600,MULBERRY DR,-78.5068907,38.0240815
100 10 1/2ST NW Charlottesville VA,100,10 1/2ST NW,-78.4952697,38.032737
300 ROOSEVELT BROWN BLVD Charlottesville VA,300,ROOSEVELT BROWN BLVD,-78.49569629999999,38.0301119
100 VIRGINIA AVE Charlottesville VA,100,VIRGINIA AVE,-78.4990353,38.0382845
1200 EAST JEFFERSON ST Charlottesville VA,1200,EAST JEFFERSON ST,-78.4690536,38.0282777
1000 GLENDALE AVE Charlottesville VA,1000,GLENDALE AVE,-78.4662139,38.0428714
900 PAOLI  ST. Charlottesville VA,900,PAOLI  ST.,-78.4913572,38.03514819999999
400 11TH ST NE Charlottesville VA,400,11TH ST NE,-78.47086329999999,38.030694
400 CONCORD AVE Charlottesville VA,400,CONCORD AVE,-78.483216,38.037644
900 CALHOUN ST Charlottesville VA,900,CALHOUN ST,-78.4645583,38.0412907
1100 RAYON STREET Charlottesville VA,1100,RAYON STREET,-78.48387389999999,38.0223996
0 5TH ST/ CLEVELAND Charlottesville VA,0,5TH ST/ CLEVELAND,NA,NA
100 W WARTER ST Charlottesville VA,100,W WARTER ST,-78.4818871,38.0300422
500 SOUTH 1ST ST Charlottesville VA,500,SOUTH 1ST ST,-78.48302369999999,38.0270392
1400 SUNRISE PARK Charlottesville VA,1400,SUNRISE PARK,-78.693275,38.06307169999999
100 STRAFFORD CT Charlottesville VA,100,STRAFFORD CT,-78.5087538,38.026127
600 ALBEMARLE ST Charlottesville VA,600,ALBEMARLE ST,-78.4863414,38.0360353
900 EMMET ST NORTH Charlottesville VA,900,EMMET ST NORTH,-78.5029799,38.048578
1800 ARLINGTON BLVD Charlottesville VA,1800,ARLINGTON BLVD,-78.5041104,38.0480425
100 11TH ST Charlottesville VA,100,11TH ST,-78.4959257,38.0328574
200 WHYBURN HOUSE Charlottesville VA,200,WHYBURN HOUSE,-78.5193673,38.0295691
2000 HIGHLAND AVE Charlottesville VA,2000,HIGHLAND AVE,-78.5111309,38.0244434
200 14TH ST SW Charlottesville VA,200,14TH ST SW,-78.498941,38.034792
900 E JEFFERSON Charlottesville VA,900,E JEFFERSON,-78.4743699,38.0304227
700 FRANKLIN STREET Charlottesville VA,700,FRANKLIN STREET,-78.4654427,38.0193095
0 NEWCOMB RD Charlottesville VA,0,NEWCOMB RD,-78.5080433,38.034664
0 E BYPASS AT BARRACKS OFF RAMP Charlottesville VA,0,E BYPASS AT BARRACKS OFF RAMP,-78.4773,38.0291571
1800 EMMET STREET Charlottesville VA,1800,EMMET STREET,-78.4931491,38.0598674
200 ZAN ROAD Charlottesville VA,200,ZAN ROAD,-78.4876788,38.0627864
1600 GREEN LEAF PARK Charlottesville VA,1600,GREEN LEAF PARK,-78.4842211,38.0499143
100 250 BYPASS W Charlottesville VA,100,250 BYPASS W,-78.46987759999999,38.0392796
100 SOUTH ST. WEST Charlottesville VA,100,SOUTH ST. WEST,-78.4823978,38.0294155
900 ELLIOT AVE Charlottesville VA,900,ELLIOT AVE,-78.4781758,38.0195979
2200 DANBURRY ST Charlottesville VA,2200,DANBURRY ST,-78.4712251,38.0183267
1000 RIDGELY CT Charlottesville VA,1000,RIDGELY CT,-78.46632550000001,38.0536189
600 MADISON ST Charlottesville VA,600,MADISON ST,-78.4957163,38.0409275
0 RIDGE ST AT 5TH ST SW Charlottesville VA,0,RIDGE ST AT 5TH ST SW,-78.4899908,38.0242338
1300 W MAINS T Charlottesville VA,1300,W MAINS T,-78.4979216,38.0333003
0 2ND ST NE & JEFFERSON ST Charlottesville VA,0,2ND ST NE & JEFFERSON ST,-81.3356599,35.7320986
200 RUDGE MCINTIRE RD Charlottesville VA,200,RUDGE MCINTIRE RD,-78.485007,38.0314091
1200 W MAIN S Charlottesville VA,1200,W MAIN S,-78.49667529999999,38.0326647
2200 FONTAIN AVE Charlottesville VA,2200,FONTAIN AVE,-78.5150986,38.0258721
200 RIDGE MCINTRIE RD Charlottesville VA,200,RIDGE MCINTRIE RD,-78.485007,38.0314091
0 JOHN WARNER PARKWAY/ 250 BYPASS Charlottesville VA,0,JOHN WARNER PARKWAY/ 250 BYPASS,NA,NA
100 1ST  N Charlottesville VA,100,1ST  N,-78.481456,38.0308992
700 D PROSPECT AVE Charlottesville VA,700,D PROSPECT AVE,-78.4946679,38.0245896
100 KENT Charlottesville VA,100,KENT,-78.5099985,38.0284001
700 RAINIER DR Charlottesville VA,700,RAINIER DR,-78.507335,38.019021
0 5TH ST SW AND RIDGE ST Charlottesville VA,0,5TH ST SW AND RIDGE ST,-78.50183919999999,38.0121818
800 E MARKE ST Charlottesville VA,800,E MARKE ST,-78.476024,38.02957019999999
100 BENNINGTON RD Charlottesville VA,100,BENNINGTON RD,-78.50534549999999,38.0583919
300 STRIBLING AVE Charlottesville VA,300,STRIBLING AVE,-78.524047,38.021167
4400 WOODS EGDE RD Charlottesville VA,4400,WOODS EGDE RD,-78.3473352,37.9694741
200 WALKER SQ Charlottesville VA,200,WALKER SQ,-78.4925073,38.0306498
100 ROTHERY RD Charlottesville VA,100,ROTHERY RD,-78.50859899999999,38.0409253
100 9TH ST SE Charlottesville VA,100,9TH ST SE,-78.4764831,38.0286048
1300 BRANCHLANDS DR Charlottesville VA,1300,BRANCHLANDS DR,-78.477367,38.071926
600 6 1/2 ST SW Charlottesville VA,600,6 1/2 ST SW,-78.49154390000001,38.0276696
1100 5TH ST SOUTH EAST Charlottesville VA,1100,5TH ST SOUTH EAST,-78.497806,38.01713
1000 LITTLE HIGH ST Charlottesville VA,1000,LITTLE HIGH ST,-78.4718883,38.0310367
"200 W WATER ST, METER LOT Charlottesville VA",200,"W WATER ST, METER LOT",-78.4806167,38.0293583
800 ELLIOT AVE Charlottesville VA,800,ELLIOT AVE,-78.47975129999999,38.02031280000001
200 10TH ST SW Charlottesville VA,200,10TH ST SW,-78.49694699999999,38.0298331
500 PARK LN Charlottesville VA,500,PARK LN,-78.47568310000001,38.0331918
200 SOUTH ST E Charlottesville VA,200,SOUTH ST E,-78.483064,38.0294376
100 SOUTH ST EAST Charlottesville VA,100,SOUTH ST EAST,-78.4825092,38.0292119
800 RUNNEL CT Charlottesville VA,800,RUNNEL CT,-78.5112686,38.0641375
800 ALTA VISTA AVE Charlottesville VA,800,ALTA VISTA AVE,-78.4803354,38.01955359999999
200 RIDGE/ MCINTIRE Charlottesville VA,200,RIDGE/ MCINTIRE,-78.485007,38.0314091
1300 CARLTON AVENUE Charlottesville VA,1300,CARLTON AVENUE,-78.469026,38.021904
